,VARIABLE,LEVEL,_LABEL,_TABLE,CHECKED,,
2898,OBJ_LEGACY,3,1,1,1,,
2903,OBJ_LEGACY,4,1,1,1,,
2908,OBJ_LEGACY,5,1,1,1,,
2913,OBJ_LEGACY,6,1,1,1,,
2918,OBJ_LEGACY,7,1,1,1,,
2948,OBJ_NTFP,6,1,1,1,,
2953,OBJ_NTFP,7,1,1,1,,
2958,OBJ_OTHER,1,,,1,,
2963,OBJ_OTHER,2,,,1,,
2968,OBJ_OTHER,3,,,1,,
2973,OBJ_OTHER,4,,,1,,
2978,OBJ_OTHER,5,,,1,,
2983,OBJ_OTHER,6,,,1,,
2988,OBJ_OTHER,7,,,1,,
2993,OBJ_PRIVACY,1,1,1,1,,
2998,OBJ_PRIVACY,2,1,1,1,,
3003,OBJ_PRIVACY,3,1,1,1,,
3008,OBJ_PRIVACY,4,1,1,1,,
3013,OBJ_PRIVACY,5,1,1,1,,
3018,OBJ_PRIVACY,6,1,1,1,,
3023,OBJ_PRIVACY,7,1,1,1,,
3028,OBJ_RECREATE,1,1,1,1,,
3033,OBJ_RECREATE,2,1,1,1,,
3038,OBJ_RECREATE,3,1,1,1,,
3043,OBJ_RECREATE,4,1,1,1,,
3048,OBJ_RECREATE,5,1,1,1,,
3053,OBJ_RECREATE,6,1,1,1,,
3058,OBJ_RECREATE,7,1,1,1,,
3063,OBJ_TIMBER,1,1,1,1,,
3068,OBJ_TIMBER,2,1,1,1,,
3073,OBJ_TIMBER,3,1,1,1,,
3078,OBJ_TIMBER,4,1,1,1,,
3083,OBJ_TIMBER,5,1,1,1,,
3088,OBJ_TIMBER,6,1,1,1,,
3093,OBJ_TIMBER,7,1,1,1,,
3098,OCC_NWOS_1,-2,,,1,,
3103,OCC_NWOS_1,0,,,1,,
3108,OCC_NWOS_1,1,,,1,,
3113,OCC_NWOS_1,10,,,1,,
3118,OCC_NWOS_1,11,,,1,,
3123,OCC_NWOS_1,12,,,1,,
3128,OCC_NWOS_1,13,,,1,,
3133,OCC_NWOS_1,2,,,1,,
3138,OCC_NWOS_1,3,,,1,,
3143,OCC_NWOS_1,4,,,1,,
3148,OCC_NWOS_1,5,,,1,,
3153,OCC_NWOS_1,6,,,1,,
3158,OCC_NWOS_1,7,,,1,,
3163,OCC_NWOS_1,8,,,1,,
3168,OCC_NWOS_1,9,,,1,,
3173,OCC_NWOS_1,99,,,1,,
3178,OCC_NWOS_2,-2,,,1,,
3183,OCC_NWOS_2,0,,,1,,
3188,OCC_NWOS_2,1,,,1,,
3193,OCC_NWOS_2,10,,,1,,
3198,OCC_NWOS_2,11,,,1,,
3203,OCC_NWOS_2,12,,,1,,
3208,OCC_NWOS_2,13,,,1,,
3213,OCC_NWOS_2,2,,,1,,
3218,OCC_NWOS_2,3,,,1,,
3223,OCC_NWOS_2,4,,,1,,
3228,OCC_NWOS_2,5,,,1,,
3233,OCC_NWOS_2,6,,,1,,
3238,OCC_NWOS_2,7,,,1,,
3243,OCC_NWOS_2,8,,,1,,
3248,OCC_NWOS_2,9,,,1,,
3253,OCC_NWOS_2,99,,,1,,
3258,OWNER_BIZ_PARTNER,0,,,1,,
3263,OWNER_BIZ_PARTNER,1,1,1,1,,
3268,OWNER_CLUB,0,,,1,,
3273,OWNER_CLUB,1,1,1,1,,
3278,OWNER_FAM_PARTNER,0,,,1,,
3283,OWNER_FAM_PARTNER,1,1,1,1,,
3288,OWNER_FMC,0,,,1,,
3293,OWNER_FMC,1,1,1,1,,
3298,OWNER_FOREST_INDUSTRY,0,,,1,,
3303,OWNER_FOREST_INDUSTRY,1,1,1,1,,
3308,OWNER_INDIV_JOINT,0,,,1,,
3313,OWNER_INDIV_JOINT,1,1,1,1,,
3318,OWNER_NPO,0,,,1,,
3323,OWNER_NPO,1,1,1,1,,
3328,OWNER_OTHER,0,,,1,,
3333,OWNER_OTHER,1,1,1,1,,
3338,OWNER_OTHER_CORP,0,,,1,,
3343,OWNER_OTHER_CORP,1,1,1,1,,
3348,OWNER_TIMO,0,,,1,,
3353,OWNER_TIMO,1,1,1,1,,
3358,OWNER_TRUST,0,,,1,,
3363,OWNER_TRUST,1,1,1,1,,
3368,PARCELS_NUM,,,,1,,
3370,PRIMARY_RESIDENCE_2,0,1,1,1,,
3375,PRIMARY_RESIDENCE_2,1,1,1,1,,
3380,RACE_ASIAN,-2,,,1,NA,
3385,RACE_ASIAN,0,,,1,,
3390,RACE_ASIAN,1,1,1,1,,
3395,RACE_BLACK,-2,,,1,NA,
3400,RACE_BLACK,0,,,1,,
3405,RACE_BLACK,1,1,1,1,,
3410,RACE_HAWAIIAN,-2,,,1,NA,
3415,RACE_HAWAIIAN,0,,,1,,
3420,RACE_HAWAIIAN,1,1,1,1,,
3425,RACE_INDIAN,-2,,,1,NA,
3430,RACE_INDIAN,0,,,1,,
3435,RACE_INDIAN,1,1,1,1,,
3440,RACE_WHITE,-2,,,1,NA,
3445,RACE_WHITE,0,,,1,,
3450,RACE_WHITE,1,1,1,1,,
3455,REGION_1,,,,1,,
3457,REGION_2,,,,1,,
3459,REGION_3,,,,1,,
3461,REGION_4,,,,1,,
3463,REGION_5,,,,1,,
3465,REGION_6,,,,1,,
3467,REGION_7,,,,1,,
3469,REGION_8,,,,1,,
3471,REGION_9,,,,1,,
3473,RESTRICT_HARVESTING,-2,,,1,,
3478,RESTRICT_HARVESTING,0,,,1,,
3483,RESTRICT_HARVESTING,1,1,1,1,,
3488,RESTRICT_LAND_USE,-2,1,1,1,,
3493,RESTRICT_LAND_USE,0,,,1,,
3498,RESTRICT_LAND_USE,1,1,1,1,,
3503,RESTRICT_OTHER,-2,,,1,,
3508,RESTRICT_OTHER,0,,,1,,
3513,RESTRICT_OTHER,1,1,1,1,,
3518,RESTRICT_SUBDIVISION,-2,,,1,,
3523,RESTRICT_SUBDIVISION,0,,,1,,
3528,RESTRICT_SUBDIVISION,1,1,1,1,,
3533,RETIRED,-2,,,1,NA,
3538,RETIRED,0,1,1,1,,
3543,RETIRED,1,1,1,1,,
3548,ROAD_MAINTENANCE,0,,,1,,
3553,ROAD_MAINTENANCE,1,1,1,1,,
3558,SECONDARY_RESIDENCE_2,0,1,1,1,,
3563,SECONDARY_RESIDENCE_2,1,1,1,1,,
3568,SITE_PREP,0,,,1,,
3573,SITE_PREP,1,1,1,1,,
3578,TENURE,,,,1,,
3600,TIMBER_HARVEST,0,1,1,1,,
3605,TIMBER_HARVEST,1,1,1,1,,
3610,TOTAL,1,,,1,,
3615,TRANSFER,0,1,1,1,,
3620,TRANSFER,1,1,1,1,,
3625,TRANSFER,2,1,1,1,,
3630,TRANSFER,6,1,1,1,,
3635,TREE_PLANTING,0,,,1,,
3640,TREE_PLANTING,1,1,1,1,,
3645,TRN_DEVELOPER,-2,1,1,1,,
3650,TRN_DEVELOPER,0,,,1,,
3655,TRN_DEVELOPER,1,1,1,1,,
3660,TRN_FAMILY,-2,,,1,,
3665,TRN_FAMILY,0,,,1,,
3670,TRN_FAMILY,1,1,1,1,,
3675,TRN_FOREST_INDUSTRY,-2,,,1,,
3680,TRN_FOREST_INDUSTRY,0,,,1,,
3685,TRN_FOREST_INDUSTRY,1,1,1,1,,
3690,TRN_GOV,-2,,,1,,
3695,TRN_GOV,0,,,1,,
3700,TRN_GOV,1,1,1,1,,
3705,TRN_INDIVIDUAL,-2,,,1,,
3710,TRN_INDIVIDUAL,0,,,1,,
3715,TRN_INDIVIDUAL,1,1,1,1,,
3720,TRN_LOGGER,-2,,,1,,
3725,TRN_LOGGER,0,,,1,,
3730,TRN_LOGGER,1,1,1,1,,
3735,TRN_OTHER,-2,,,1,,
3740,TRN_OTHER,0,,,1,,
3745,TRN_OTHER,1,1,1,1,,
3750,TRN_RECENT,-2,1,1,1,,
3755,TRN_RECENT,0,1,1,1,,
3760,TRN_RECENT,1,1,1,1,,
3765,TRN_TIMO,-2,,,1,,
3770,TRN_TIMO,0,,,1,,
3775,TRN_TIMO,1,1,1,1,,
3780,WILDLIFE_HABITAT,0,,,1,,
3785,WILDLIFE_HABITAT,1,1,1,1,,
